,review_id,user_id,business_id,stars,useful,funny,cool,text,date,pc1,pc2,pc3
907,v-G1Py8aQUMZ9tDv_h58sA,mIDo8t2UCoJ3oiT1QjUDVw,thCbLZ69suCvVNr4gPQU1Q,5.0,1,0,0,"This hotel is awesome. It's perfect and a welcome addition to Indy. I hosted a group of 30+ people here and they were very accommodating to all my room changes and additions even before we got to the hotel. From the moment I checked in, I felt like I was going to be taken care of. I got upgraded to the concierge level, and while the room wasn't all that special, the shower had a couple of extra shower heads, and I could have stayed there all day. I had a great view of the city as well. The concierge level is probably the best one in the entire brand. Spacious, great breakfast selection, and friendly staff. There were several little alcoves if you wanted to have a semi-private meeting.

All of my attendees enjoyed staying here as well. They liked their rooms and the staff treated each of them like VIPs. We were here during the NFL Combine weekend, and even with the NFL coaches there, we got great, attentive service. They loved the location too, close to everything either by walking or a short cab ride. And cabs are lined up around the block so it was never a problem to get one. 

The lobby lounge is amazing, Lots of comfortable seating, big bar, great drinks, nice people, really everything you could want in a hotel lounge. 

The gym is also amazing. It's on the 2nd floor with wall to wall windows. Lots of cardio machines (but at peak times may be all taken), and lots of weight machines. It's like a mini 24 hour fitness. Pool looked nice, didn't use, might be ok to get some laps in. 

For our event we had an evening reception one night and a breakfast meeting on another day. The evening reception went really well and the staff was very accommodating to all of my requests. Food was great, only problem was I didn't order enough, but they remedied that for me. Bartender didn't seem like she wanted to be there, especially when we asked to keep the bar open another 1/2 hr., but it was the only downside of the night. 

Breakfast was great as well. Eggs, potatoes, biscuits and gravy, bagels, the whole spread was fantastic. And again, very helpful with serving drinks and making sure we were all taken care of. 

I usually stay at the Conrad when I'm in town, but this is a fantastic backup option when the Conrad is full or when I have a large, fun group in town. I highly recommend hosting your next event here.",2012-03-03 05:57:19,-1.1266801,0.6942307,-0.6389745
908,kKSMUalq-IUM2u0wqRkxTw,XBi2pC3ZQdS-fmKSF44Pmg,uI15YInpDsGBUZcNfm_TfQ,5.0,2,0,0,"Great place to stop along the highway!  Good food, nice salad bar and amazing clam chowder!  Good atmosphere and nice outdoor seating too.",2016-08-26 21:32:07,1.7181184,2.0194895,-0.885068
909,JfMGHCGoEF1MsJGA0OceFQ,qYlhEPoNkU_HdMCd-35kSw,APW4-ESYGTIn17mY189Osg,3.0,0,0,0,"we went to this place at around 3pm on a Monday. The place was empty lol 
the server brought the food after 15minutes or so. However, the food was delicious. I liked their Thai chicken on flat bread. 
I suggest going here at a busy hour instead.",2015-05-12 17:45:18,1.2099968,-0.63348514,-0.56809276
910,LhBOmo1--FSfQhKXLQXuew,KrX32ia9cwnsBtCueG95Jg,gCcJTKC40CL0XtYYGfcXDw,4.0,0,0,0,"I love this place but it is definitely not cheap. I have to say though, you definitely get a decent amount for your money. We got a hummus platter that lasted us 3 days and two greek salads which were great. I think the smoothies are great I just wish they had more of a selection! Thanks Smileys we will definitely be returning.",2015-05-27 22:34:17,0.5938225,0.6406087,0.62694514
911,KmqfuETijA5caFBPtPNBCw,2X4yIsAHtPi_UwfgaCCloQ,eFvzHawVJofxSnD7TgbZtg,4.0,0,0,0,"It's open late!! (Well, relative to other Philly cafes.) That alone is worth two stars.

And there are a ton of tables to work at.

And it's a calm, lovely environment that's nice and spacious. I prefer the decor/feel of the 22nd St location a bit more (it's more homey, cozy), but this one does the job. Now if only I lived closer to this cafe.",2013-02-26 01:28:09,-0.19042595,1.5043541,-1.3256942
912,EBF_nslN6YXCld7t2YPiBg,2Jjj6ZLGbFHZFHxaGpxvdA,9V0LMtO1riRw9-pUuG4NFg,4.0,3,0,2,"Delicia is a Mexican experience that will challenge your notion of what Mexican food is and can be. Case in point - duck enchiladas.

Upon walking in, John and I were greeted by the host and asked how many were in our party. Our 2 guests had not arrived yet and so we were very clearly told that it was their policy to not seat guests until all of the party arrived. Fine by me. We went to the bar to wait. However, we saw two people being seated behind us with four menus on the table. I thought it was against their policy to do that? It definitely put me off. If they were special guests, I guess I understand, but why would you be so up front to tell us about this policy if the policy doesn't apply to everyone?

Anyway.

Everything else was superb. The queso fund I do was the beat queso I've ever had. Johns pork tacos were great but a little fatty. My duck enchiladas were dream-worthy. Drinks, such as my Palmino, were fantastic. A little pricy and not a regular weekend spot for me, but worth celebrating special occasions at.",2014-05-30 16:07:00,-0.04268425,-1.0162002,-1.2374327
913,ug9vlebRVmEzibVr6baNQg,mlNKIoNlqJNXeXEZtxj40Q,qime1yD6_CozBvBtIpsmaw,3.0,0,0,0,"I inquired about there only being three pieces of meat on my $7.95 gyro sandwich and was told that's how it is. The manager had no desire to improve that situation. In fact he told me they used to put four pieces on. It tastes great but the value is not there. I'll be going else where for gyros.

Most of the other items are fine, just disappointed on the gyro.

The place at the Park Place Mall gives enough meat for two gyros for $6.95. Ask for another pita and you can feed two people.",2012-06-01 04:34:08,-0.16446918,-1.1803259,0.3300374
914,EyT-BK-a3pywzWBrN7Wkbg,xqioZ3S29mJGIvcznWxZEA,Dv6RfXLYe1atjgz3Xf4GGw,5.0,0,0,0,"The food here is really good! I had their burger and sweet potato fries and really liked it. The only downside is their limited seating, I don't know why they don't have chairs opposite of the booth. I have taken meat eaters here as well and they really liked it, so it's good for both vegans and non-vegans.

The service is really quick and the staff is courteous and helpful.",2015-01-06 17:42:49,0.6800257,0.22083011,-0.115993045
915,on9YjrmUXbJ3geInzf8AFA,oUp9EAcqCnDhoSVi1_kGUg,yeuyv11rUuGNRScqwxuHzA,5.0,0,0,0,"This review is for both Sea Landing and Santa Barbara Jet Boats (we checked-in Sea Landing's building, but our jet ski rental had a label for ""Santa Barbara Jet Boats""). All the staff members that helped us including the girl that booked our reservation as well as checked us in, the dude who gave us the safety and boundary spiel, and girl who got us our wetsuits, life vests, and launched us into the water were all very nice and chill. Took us like 5-10 minutes to check-in and get prepped before we were on our jet ski and out on the ocean. We paid $135 for 60 minutes of use. We got the 1-3 person Yamaha WaveRunner jet ski that can go up to 55 mph. That thing can really fly. We were only daring enough to take her up to 33 mph max out there, but if you got the guts, you can definitely max her out to fully make your money worth it. Nice people working there and easy process to go jet skiing.",2013-08-04 06:23:58,-1.0890301,-0.3192991,-0.6296576
916,dZixqI_lUs8u9I7oDO6LXA,X0fqnwOmYpbDp_byhsjVTw,f82dhKNiUXsDVPMLqKYiIQ,5.0,0,0,0,"Super fun experience. Don't be fooled by the exterior of the building. Lots of menu items to chose from. Tried the appetizer sampler that had 7 items $5.50. Loved the Samosas and batata. the paneer wasnt my favorite. We also ordered the cheese naan (bread stuffed with homemade cheese baked in the tandoor) $2.60, gobhi prantha (bread stuffed with cauliflower chili and spices) $2.60 and while both were very tasty there wasn't a huge difference between the two. For entrees my favorite was the Lamb mushrooms $9.75, but a close second was the Shrimp Vindaloo $11.25. Everything was wonderful. Would definitely recommend and can't wait to come back to Tucson again soon!",2014-11-16 09:40:36,0.74115866,-0.54626393,0.66532815
917,WOcZEVBoLVtnHTNO1QlBXA,c2KKp-yUg2NZ2VTFTnlELA,AP_sb7dETsflRNNkJinYUQ,5.0,0,0,0,Wow! It's wonderful to find a restaurant with a HomeTown feel these folks at Chill go out of their way to make your dining experience perfect. We feel like we made new friends! The food was delicious! They couldn't do enough for us to make sure that we were happy with our  meal and had everything that we needed. The atmosphere is  great and the entertainment was fabulous can't wait to go back!,2018-03-26 12:00:14,0.9722571,0.85065496,-1.217347
918,rFRw6OBrY4oNTG0IJ98g7g,FJ-Mos11qrKMB-Y-hwyLgQ,XsjesLpDVSToQIxSeON70A,3.0,0,0,0,"We ordered the 2 large pizzas and breadsticks for $20.  We paid like a $1 extra to upgrade to cheese sticks instead.  I know it's only $1 but the breadsticks were burnt and they barely put any cheese on them and just sprinkled a little bit of Parmesan on them. The pizza was good.  We asked for some Parmesan and crushed red peppers.  We were given 3.   Like how cheap can they be?   We have 2 large pizzas, 3 tiny little packets aren't enough.",2016-10-30 22:32:13,0.269257,-1.4659288,0.32635364
919,VIK7i6B3DrFbG0LIxe4_dg,ei3O4gS4YaEfQW2vpDdYkA,yooufdsf3eAVq_9RQNSDJA,4.0,1,0,0,"Subsequent visits have been quick (blood testing and family planning consultations; no more than a few minutes of waiting in either waiting or exam room for either) and pleasant. Dr. Borgia was even willing to wait for my fiance since he was running late to our fertility appointment as he had required personal matters to attend to. 

My only quip is maybe the administrative side is a little understaffed. I was on hold with a recording telling me I had 7 callers ahead of me when I was calling to ask a question.

Still grateful for discovering them.",2014-09-12 18:29:11,-2.1336727,-0.5706759,0.028183866
920,_8RIea1Z1AneGrNm6jHSug,jON7M7dDhKIIc7i8T8S05w,zAFW-u1ASx11ye-I2g54Vw,5.0,0,0,0,"Stayed here for work. Was great. Tim the front desk clerk was exceptional. As well as the guy who drove the shuttle.
Rooms cleaned everyday, absolute 100% customer service",2016-08-14 22:38:48,-1.0693594,0.6580093,-0.13168165
921,kPjXVHHPoFLgVcreq9mtXA,bgVUSk9cO5QPJDDDPgvjkg,64i1xdiU1Wvo1Cuu0erFGA,1.0,2,0,0,"Could not say enough bad things.  We bought a groupon/living social deal and then were forced to pay a 35.00 tip.  (18 percent).  I would have never paid full price for what I got, and never given 35.00 tip for waiters who were never there and couldnt even refill a drink.  Must be nice to know youre going to get a huge tip without the customer knowing and not having to serve them.  Also, it was a hibachi.  It was served cold. Small portions. Shrimp tails on. Greasy and in Moorestown they dont have a grill so they bring it from theback.  Also, creamers were bad.  They made chunks in coffee. Really question the cleanliness of this place.",2013-12-30 16:46:43,-0.06673716,-0.9772351,-0.80756396
922,Cf_-TkEEB_8DrTkrRzdllA,nnquNQJaL8JfqsS28pRJWA,1UNorskttXSWuEcgzKzXcA,4.0,0,0,0,Not quite 5 but more than 4 stars. I thoroughly enjoyed my two meals here. If I make it back here again I'll make a bee line for this place.,2016-04-12 23:39:16,1.0064225,0.16718304,-0.21656395
923,1uWBoFdWLgXw5LXcTCOCwg,tccqmDYtgvBpAjRD09i_ow,7IdIGemGZodDAA_9mJCigA,3.0,2,1,1,"This isn't the old Farmer Boy..unfortunately.  Glad to see it reopen but disappointed that many of the old standards are missing. No more corn beef hash, chicken fried steak, breakfast barrito to name a few. 
The remodel was greatly needed and is well done, but for some reason, it is so noisy inside you can't wait to leave. Perhaps a ploy to turn tables faster. 
Food was good if a little rushed and service will get better in time. But will it be the same neighborhood place it once was, I doubt it. Too expensive",2015-10-18 16:39:00,-0.19400093,-0.4549562,-0.27276546
924,bGTj5Z9J8k-Pc5g4bUMm4Q,3EXwtlZ1hjX6V4tv_uxUnA,HCqmx4ENAZ76SAjoalj-MQ,2.0,0,1,0,"I'm reviewing Puckett's as a vegetarian. Not many choices, and nothing very interesting for non meat eaters. I am a huge fan of veggie burgers, I love them! The veggie burger served at Puckett's is pretty good, but I was permanently scarred when they once served me a turkey burger, and kept insisting it was a veggie burger. I took a bite and swear I can still taste it. I kept sending it back, and they kept returning it saying it was a veggie burger (seriously, 3 times!!!) Eventually the kitchen said it was actually a turkey burger- and when they sent out the veggie burger it looked nothing like the original burger- not sure why the waiter was so insistent, and curious if he even checked with the kitchen staff the first two times. Oh, and even after the extra 30 minutes of hassle, they wouldn't take it off of our check. So much frustration. I never want to return- however my entire family loves the food there, so I go once in a while and stick to the 3 side plate.",2016-10-18 02:46:44,0.18005776,-1.0877262,0.6368143
925,yn--CZimyD8eJ2nr10MBig,Jm3r5SRnAUYkl-KotPv23Q,UmjITdXHhEF46ho6IhaGQg,3.0,0,0,0,Not a big area to play.. a lot smaller than the one in Houston.. Fun to play but they have got to get the odors dealt with. It sometimes smells like a toilet.. Also wouldn't recommend eating there as it's way too loud.. Food area is too close to the games.. With kids it's way too chaotic..,2018-01-10 23:36:41,-0.25833783,0.43830606,-0.23030838
926,qv5uq0G_6OO-nn3pA9G8yA,7wlG7YooB2AUZRyKnqEi1A,EtKSTHV5Qx_Q7Aur9o4kQQ,5.0,0,1,1,"I'm giving Village Whiskey five stars because you know what?  It's a damn good burger.  And they don't mess around with anything else.

It's my center city roadside diner.  Stop in for a quick lunch at the bar - chew your burger, read the paper, move on.",2011-01-11 15:13:49,0.5468513,0.2603784,-0.60585105
927,tnmbWLN6kWjMsSJJIJ54og,j6cuxdZWU_25AsrjJCuBrQ,UYxGgnJ4Z2lOehK23HSIlw,2.0,0,0,0,"Bought the platinum service for $40. For the price I expected a lot more. Got my car back with some weird adhesive or oil residue on the passenger door which wasn't there when I brought it in. Dash was dusty - the car is brand new and is only a month old so not sure how that happened. Watched the guys working and they were just chit chatting and wiping the same spot over and over. 

First go with these guys and the last. Lesson learned. 

The second star is for the hand drying which is always a nice touch.",2016-09-10 20:23:20,-1.8956543,-0.7194001,0.51134074
928,K_J3aKPiNQ2onKCblbOFtw,anSyQUX30dCv5B3bVLUkzg,haTwYzufFqFb2sq6CHwOEQ,3.0,0,0,0,"Applebee's isn't really my thing, but I had a gift card, so we stopped in. It was actually pretty good. My wife's portabella chicken was very tasty and perfectly cooked. My bourbon street steak was also cooked nicely, but it did have that weird Applebee's steak texture. The pretzel sticks were a really good appetizer, though. Ceasar salads were fresh and good. Not too shabby, Applebee's!",2013-12-28 23:46:58,0.93351,-0.81352174,0.50255936
929,WcukrEqwa8Ye49fVHM46QQ,cIVmIJD7nIiEcVGamfBoVw,c8rjE6NcfeyzLB_aU1GdMA,3.0,0,0,0,"Pretty good Irish pub, There wasn't too much Irish food available, but what I ate was pretty good.  I had a salad with candied nuts, grapes, strawberries, and chicken.  The chicken was spiced well, everything paired well.  I would have liked the salad a bit larger, but it wasn't bad at all.

The fries were terrific.  Large enough to have a soft interior surrounded by a crisp exterior.  Well cooked.

Moscow Mules were good, well made.  The second round that we ordered didn't come in a copper mug and was significantly smaller due to the glass.  Good enough to come back to, check it out if you're in the area.",2014-08-13 18:07:32,1.491609,-1.1409285,-0.024239987
930,gs260pfv25_9-kimaWdEdA,GlKk4lrttk6tkvWodc0MHg,i7akkU95QVETwwX8D2qH-Q,1.0,1,1,1,"Shame Shame Shame, I am originally from Chalmette and usually get my King Cakes from either Randazzos or Haydels, thought I would try Gambinos NEVER AGAIN, the cake was smashed and un iced, they sent sticky packages of colored icing for me to do my self 
paid over $50 for a do it yourself smashed King Cake, Do yourself a favor use Haydels or Randazzos Not Gambinos  Kinda of wrecked my party, friends trying for the first time were very disappointed and I was too................NEVER AGAIN",2016-02-26 04:30:39,-0.9273819,-1.3139567,0.90050006
931,HWWqrrI4aYShrB4qL1Jtnw,MffUZOdQBTUXbA5J0fqzcg,WHkMM8OCQhZMsSPnwItsKg,4.0,1,0,1,"Really good ice cream!! We went through the drive-thru, think that was a mistake. We waited about 35 minutes with 6 cars ahead of us.  Looks like people walking up were getting served quicker.  But it was excellent, everyone enjoyed! It was worth the wait.  The girl who took our order was very pleasant.  Definitely will be back!",2018-07-08 01:45:45,-0.08277309,-0.36918852,0.045842696
932,LMijeSaf-5ho3FrzciYP3g,5isALx5RtvA8A_GvQQavTg,_cdy7hVc32mleVooP8x0Sw,4.0,0,0,0,"I came here for some late morning brunch. We got there at prime time and it was only a 10-15 minute wait - not bad at all! 

Our service was great, and our food came out relatively quickly. I got the Very Veggie Omelette (has cream cheese on the inside - very good) and a side of cinnamon toast and fruit. I also tried the cornbread casserole - it was different. Some bites were delicious; others were not. 

My omelette was great with the cream cheese but it was also very very greasy. I can still feel my stomach trying to figure out how to process the amount of grease I had. It was still good though! 

It's a relatively normal ""diner-esque"" style place that was a great way to satisfy my morning hangriness. It was moderately cheap and a quick,easy experience. 

Would I be back? Yes! Am I dying to go back for something specifically? No.",2016-01-30 17:02:58,0.60574687,-1.0537709,0.18411645
933,FQI_XZGfRZE5VYxBSFYxdA,CQPuUEboVRiV9hlw3yeDIQ,o7cD_sDA-Evj3Oh0zeH9nQ,4.0,0,0,0,"Really nice people, I order to go and they give you enough food for at least two meals. If you like spicy, do yourself a favor and ask for the ""spicy broth"" in your pho.",2016-08-25 20:07:57,1.0809121,0.2606908,0.7930015
934,j6IxrZPAgImvDx2GgJXoow,coewz3dydupK_Utjk_ia3Q,y8GId04Q7slRzgFYq-Yvkg,2.0,0,0,0,I've only used them once. I was mildly content with the service. The woman wasn't very nice who helped me. The price is really only worth it if you have a coupon. I didn't know you have to have the coupon at the time you drop off. Luckily I was able to pull it up on my phone but I could tell the woman was annoyed with me.,2017-09-10 21:58:21,-1.4737577,-0.7692136,0.50030035
935,dA0KBsnz-CgAupZg3Jzt_A,Bc5UcUIAuX9H-GGbtGFcsg,gyzQ8GQagNe_EvLXnaCKTA,3.0,0,0,0,"They made cookies for my wedding, and they tasted very good. The guests loved them. They always seem to be friendly every time I visit. I'm not a huge fan of the cakes though. I've tasted better, so that's why the 3 stars.",2017-06-10 15:20:16,0.17048736,0.21363707,0.9668971
936,JONDR4M4Jz8pVWiEDHezXQ,b8TpIQCKDlAp1Vrveu7W6A,5wgoIQXyP3BEPZLiVi1W8A,4.0,3,2,1,"This review is solely for the bar and ""restaurant"" aspects of Howlin' Wolf.

We were very pleased with this place. We were staying at a hotel near the convention center, and we twice wanted food and a drink at 1 or 2 in the morning without the drunken bar scene. Surprisingly enough, Howlin' Wolf was able to supply us with this on a Thursday and a Saturday, as the music venue component seems to be offset from the open air kitchen and bar set up.

We easily got seats at the bar, and the bartender was friendly and fast with her service. The chef cooked up (well, fried up for the most part) our orders extremely quickly and soon enough we were munching on some unhealthy eats.

The fries were awesome. I've had them with cheese and then with cheese and bacon, and each time they were LOADED with the respective toppings. I was a big fan of the baconed version because they didn't use bacon bits or inappropriately sized slices of the meat. Instead, there was chopped up and shredded bits of greasy bacon permeating the entire dish. It seemed like the cheese and fries were also soaked in grease, but that might be a bit hopeful.

The fried pickles were also phenomenal. It was my first time partaking in such an interesting dish, so maybe I don't have the most refined fried pickles palette, but they were THE BOMB. Slather 'em in ranch and enjoy.

Finally, the beer list was impressive considering the dive-y nature of the place. Lots of Abita on tap, as well as other local/regional beers, and the bartender let me sample a few things before I made a decision. There's also a few bottles available.",2013-01-28 16:10:40,-0.29023346,0.2873478,-0.87267834
937,1zyoaO5xLeLt-yzXTrrObA,MpAxhVtQPp8kIzNhKc2jpw,cB_9eHHfo9me96cZup-lZQ,3.0,0,0,0,"We stayed at the hotel for one week...when we went in we were looking for the frig to put some things in.  it was missing one item and we didn't touch any of the items due to the high price...we purchased our own.  We only had maid service once, we wanted to prevent any theft.  when we were leaving we checked the frig and there were 3 more item missing.  I was charged $42.90 for drinks and things were didn't use.
The room was clean but not enough lighting.  It didn't have a coffee maker in the room but down in the lobby you could get coffee for free.  the bathroom need towel racks, it didn't have any.  
I was disappointed that I was charged because someone came in the room and drank the booze!!!!!!
We also only got one wash rag to wash with and hardly any towels.  I wouldn't stay here again....because I was charged for nothing.
Also, the TV in the elevator was on all the time, annoying.",2018-07-08 20:55:15,-1.1423174,-0.8124867,-0.64241076
938,LEZ_HONr6k02szBsep-ABg,TWKy477RWboT8xCiqnlcxw,fnO03-RX7UDC1TzXETWEsQ,2.0,0,0,0,"Pinocchio's is a tough place pin down for a review. On one hand the beer selection is pretty great. On the other hand the place seemed staffed by escaped convicts, just trying to carve out a life for themselves. 

The food provides nutrients, which is the best I can say on that front.  The pizza is usually sub par and I've had two appetizers that were still partially frozen. On the plus side the food usually comes out quickly. 

There are so many tables packed into this place that half of media could be wiped out if there was a tragic accident. This creates a cramped, loud atmosphere. Keeping with the duality theme of this review, this place is great for kids. 

 Basically I think its Inertia keeping this place around.",2014-09-26 17:15:26,0.29446483,-0.656229,-0.4957527
939,MnhGfSQnoYRY93OLzl21Ng,ycXDvH-nE4SbKOr5hyTVkQ,unc52U31YIybi7Zi2UhSdg,5.0,3,0,1,"This place is awesome. Friday nights are bluegrass night, this is good. These guys kick butt! They take requests, and by the time they're playing the good stuff, people are usually rowdy enough to sing along, which makes it even more fun! It's almost impossible to find the door, this is great because it makes me feel privileged to know where it is (even though I'm not,) the bartenders are always pleasant, the drinks are delicious, and you'll find almost one of everybody here, which makes for nice conversation if you happen to talk to the person next to you.",2011-09-29 00:39:37,-0.71304476,1.3318073,-0.8105075
940,fbWG95fk9M2yFobn5ayeQA,lVLZhMu5wXXa0Ot7GSgB_Q,M2ZrrqseHE5xssUrOL0Gtg,3.0,0,0,0,"Open 24 hours. Very large portions. Food quality is average to good. Surprisingly wide variety of selections on their menu. Cheap prices. Friendly wait staff; I've seen the same faces there for years. They need to give the place a facelift, and especially update their booths because of wear and tear; the inside probably looks exactly the same as it did when they opened the doors in 1984.",2013-10-28 04:53:05,-0.37393975,0.47817814,-0.24143574
941,eNppeX2gwguD-isoqRld_w,gDZofimCaroMwX5yQX2-2A,n5P6-HWN3kFSYBxfVfDxEg,2.0,2,0,1,"This review isn't for the hotel this review is for the Tiki Bar,pool bar area.

I give them 2 stars: One star for location and one star for the DJ since he was doing a good job. We were looking for a place to watch the sunset and were attracted by the location of the hotel plus the music. Word of caution to parents: this place isn't for kids as we learned the hard way since we were planning to eat some appetizers while watching the sunset. The waitresses after ignoring us for a while one of them came to our table and asked us how we got in, and we said: thru the door. And she said how the bouncer let us in? And I said: there was no bouncer. So we were asked to leave, simply like that because we were with a kid/minor.  If the bouncer was doing his job he could have told us that before crossing the door that kids aren't allowed unless you are a hotel guest! Or put a sign at the hotel entrance about it. Oh well, we left, walked further and found another hotel nearby were we spent our hard earned money. Not coming back; with or without kids.",2014-04-22 21:53:03,-0.5429548,0.0622006,-1.0367332
942,A06hdyQdyT_7m9aRsq7tAw,pyEzS00hkFX2cuJtklmXlQ,_RwlMTw9uFeOkfX9Ctf1HA,1.0,2,0,0,The crab balls was good but the food is over priced and they don't give you enough food.. I won't go back there ever...,2016-11-21 19:48:00,1.0826445,-1.5756611,0.60719776
943,9bDcWrFBaDnlaiHIkUErJQ,ZV4Mmwb4fWAeJV2oVHfp3w,lGbI4ub1FaTRh51GqmbXeA,5.0,0,0,0,Best shepherds pie in town!  Service is always great and the drinks are delicious. Have never had a bad experience here after several visits.,2015-01-08 16:40:19,0.53171027,1.4774172,-0.28937644
944,x41uAy2kh0xWyVGQ4PrEew,pk-iV4rlRNvZBQuk_79_og,BVndHaLihEYbr76Z0CMEGw,5.0,0,0,0,"Mamas Kitchen is just like what the name says, Mama's kitchen. The owner and employees greet you like an old friend and make you feel welcome. The menu has a wide variety to choose from, along with specials. I've eaten there twice, but haven't thought to take a pic before I devoured my delicious home cooked meal. I had the pepper steak last week, excellent. Today, I had the country fried steak and I can only assume they bring you a steak knife as a joke. Your fork falls through it. Topped with a delicious gravy and accompanied by REAL mashed potatoes and tasty green beans with bacon. And, whatever you order, get the garlic bread. All of this for a fraction of what you'll pay at most restaurants in Tampa. I'll definitely go back.",2018-06-12 02:25:25,0.500662,-0.5803581,-0.0026356578
945,PGafLTkRukU9gV7bUv1VMg,d5uwEdhzpGVOqx_Zi7DoRQ,5iuo1kvv0XZMS0bUOoLz2Q,5.0,3,0,2,"This review is for their restaurant week selection. WOW! So good. 4 course meal (plus bread) for $35 each, plus tax and tip. If I had to do it again, I'd choose the Tarte de Legumes, the Saumon, and the Tart Tatin. Also, good-sized portions on everything! Not tiny little fancy portions.

FOOD:
--Delicious little warm rolls, served with an awesome pesto.

--First course is a ""creamy truffle wild mushroom soup""...those of us who got it were delighted. It was delicious if not a little weird-looking...Due to allergies, one in our party got a split pea and ham soup and the other a tomato red pepper bisque. Kudos to them for having substitutions (the waiter explained it's their vegetarian option as the mushroom one is no longer vegetarian), and both enjoyed their soups, but I personally didn't really like either of them.

--Appetizer (8 options): We had the Calamars, the Tarte de Legumes, the Tartare, and the Salade Boston. I had the ""sustainably-harvested calamari stuffed with house-made provençal sausage, fresh herbs, saffron rice, piperade, jus de legumes""...I don't know why but I was expecting your more usual fried calimari, and I'm not a huge fan of fresh seafood, so I didn't particularly care for it. The other two who had it absolutely loved it though. I also tried the ""Tarte de Legumes: roasted eggplant caviar, caramelized onion, and red pepper tart with black olive and goat cheese tapenade, herb sauce, poached Sandy Ridge Farm egg"" and WOW was it delicious. The runny yolk, the tapenade was delicious, and the tart was a little mini cookie-but-not-a-cookie kind of phylo dough thing, a nice accompaniment, as was the bit of greens it was served with. The ""Tartare: fresh Scottish salmon, mango, basil, capers, black olives, cornichons, tomato, lemon juice, extra virgin olive oil and wonton crisps"" was apparently good, but was being eaten by a tartare conoisseur (6/10 on her scale). She said ""It had bigger chunks of salmon than a standard tartare, which makes it a little fishier tasting."" The salad (""Boston bibb lettuce with crumbled gorgonzola cheese, apple, walnut pralines, and walnut vinaigrette"") was well received: a sweet little salad. My only note on the salad is that it's not a real leafy salad. A couple large leafs of lettuce topped with the other stuff. Fancy salad.

--Main course (8 options): We had the lamb (Agneau), steak (Bavette), scallops (Vol au Vent), and salmon (Saumon). The lamb was oh so tender, literally fall-off-the-bone. Even after removing all the fat/skin, there was plenty of meat for a good-sized entree. The mashed potatoes were also awesome. Carrots were fine, but I didn't notice any turnips. My friend had the steak and loved it, although we noted it was rather lukewarm if not on the cold side. She liked her mashed sweet potatoes and the green beans too. I personally, having tried all the dishes, would say this one was the least special, although still good. I think my favorite was the salmon (""Saumon: pistachio and goat cheese-crusted Scottish salmon filet wrapped in phyllo, carrot purée, creamy Swiss chard, light turmeric and cumin sauce""), although I can't say I tasted the goat cheese. It was just delicious salmon in delicious buttery phyllo. And finally, the scallops (""Vol au Vent: butter-poached scallops in puff pastry with creamy Swiss chard and saffron mussel sauce"") were delicious as well. The sauce they pour over it (table-side) is a sauce made with cream and the juice that the scallops and mussels cook in. It was heavenly. The scallops aren't literally in the puff pastry. It's a puff pastry in the middle (my friend wished the pastry hadn't been soaked as it got soggy, so maybe ask your waiter to pour around it), with 4 good-sized scallops around it and lots of different little vegetables (I want to say I stole some okra off her plate but I could be completely wrong) that get drowned in the delicious sauce. Yum.

--Dessert (4 options): We tried all except the profiteroles: the St. Tropez Cake (""double-layer valhrona chocolate mousse cake with crème anglaise""), the Tart Tatin (""warmed French caramelized apple tart a la mode""), and the Creme Brulee (""caramelized vanilla bean flan""). The cake was our least favorite by far. The bottom is like a spongy cake, and is not texturally-appealing, although the mousse part on top is good. Would not order it again. The Tart Tatin was delicious, although they were out of ice cream, so we got fresh whipped cream instead. I also wish it had been served a little warmer than it was (it was room temp), but it was just a simple little apple tart. Not too sweet, just simple. And the creme brulee was well executed.

SERVICE:
Our waiter was awesome. Funny and friendly and knew the menu very well. Asked us if we needed anything at a couple points throughout the meal. Water was always filled. My only complaint is the lady who seated us was cloyingly polite, it was annoying.

---------

Great little place!",2012-02-01 04:18:14,1.0565473,-0.6303125,0.9183954
946,SkK2PIO9D0VB1fCATGtE_A,gGko3lAX9It-rurGnqxWmA,jxfAi7UDmtbhyPw7ZsfKVw,5.0,0,0,0,The food was excellent. The portions are huge. The waiter was attentive. I've been to Fellinis twice so far and will be a returning customer.,2016-08-15 12:28:37,1.1932381,-0.57584614,-0.30716422
